#DatabaseID	DiseaseName
OMIM_604381	Patent ductus arteriosus and bicuspid aortic valve with hand anomalies
OMIM_610682	Osteogenesis imperfecta, type VII
OMIM_238320	Hypergonadotropic hypogonadism
OMIM_619955	Dworschak-Punetha neurodevelopmental syndrome
OMIM_618873	Lissencephaly 10
OMIM_619515	Spermatogenic failure 56
OMIM_200400	Achalasia, familial esophageal
OMIM_147540	Insect stings, hypersensitivity to
OMIM_613627	Brachydactyly, type A1, with short stature, scoliosis, microcephaly,ptosis, hearing loss, and mental retardation
OMIM_608161	Macular dystrophy, vitelliform, 3
OMIM_619026	Neurodevelopmental disorder with progressive spasticity and brain white matter abnormalities
OMIM_615841	Spermatogenic failure 13
OMIM_274700	Thyroid hormonogenesis, genetic defect in, 3
DECIPHER_92	Recurrent 16p12.1 microdeletion (neurodevelopmental susceptibility locus)
OMIM_618222	Mitochondrial complex I deficiency, nuclear type 2
OMIM_127750	Dementia, lewy body
OMIM_613723	Muscular dystrophy, limb-girdle, type 2Q
OMIM_609454	Supranuclear palsy, progressive, 2
OMIM_611876	Brugada syndrome 4
OMIM_618012	Epileptic encephalopathy, infantile or early childhood, 3
OMIM_617917	Neurodegeneration with brain iron accumulation 8
OMIM_614862	Peroxisome biogenesis disorder 4A (Zellweger)
OMIM_600858	Cardiomyopathy, familial hypertrophic, 6
OMIM_301835	Arts syndrome
OMIM_605588	Charcot-Marie-Tooth disease, axonal, type 2B1
OMIM_619897	Cardiomyopathy, dilated, 2G
OMIM_603629	Deafness, autosomal recessive 21
OMIM_306950	Hernia, anterior diaphragmatic
OMIM_614857	Methylmalonic aciduria and homocystinuria, Cblj type
OMIM_229500	Fructose and galactose intolerance
OMIM_616948	Spinocerebellar ataxia, autosomal recessive 22
OMIM_165300	Optic atrophy 3, autosomal dominant
OMIM_619522	Neurodevelopmental-craniofacial syndrome with variable renal and cardiac abnormalities
OMIM_218000	Agenesis of the corpus callosum with peripheral neuropathy
OMIM_619562	Joubert syndrome 39
OMIM_300842	Mcleod syndrome
OMIM_616636	Immunodeficiency 44
OMIM_618608	Intellectual developmental disorder with nasal speech, dysmorphic facies, and variable skeletal anomalies
OMIM_618644	Osteogenesis imperfecta, type XX
OMIM_156232	Mesomelic dysplasia, Kantaputra type
OMIM_618086	Spermatogenic failure 28
OMIM_613102	Hypotrichosis and recurrent skin vesicles
OMIM_154500	Treacher Collins syndrome 1
OMIM_616193	Mental retardation, autosomal recessive 47
OMIM_278740	Xeroderma pigmentosum, complementation group E
OMIM_616118	Macular degeneration, early-onset
OMIM_609945	Brachyphalangy, polydactyly, and tibial aplasia/hypoplasia
OMIM_609313	Mental retardation, enteropathy, deafness, peripheral neuropathy, ichthyosis, and keratoderma
OMIM_615934	STING-associated vasculopathy, infantile-onset
OMIM_600920	Van den Ende-Gupta syndrome
OMIM_135150	Birt-Hogg-Dube syndrome
OMIM_184510	Steatocystoma multiplex with natal teeth
OMIM_114650	Car factor deficiency
OMIM_223330	Diverticulosis of bowel, hernia, and retinal detachment
OMIM_612291	Joubert syndrome 8
OMIM_619721	Bryant-Li-Bhoj neurodevelopmental syndrome 2
OMIM_310500	Night blindness, congenital stationary, type 1A
OMIM_268025	Retinitis pigmentosa, late-adult onset
OMIM_604278	Renal tubular acidosis, proximal, with ocular abnormalities and mentalretardation
OMIM_300602	Clark-Baraitser syndrome
OMIM_139000	Granulosis rubra nasi
OMIM_614188	Craniosynostosis and dental anomalies
OMIM_601977	Thrombocythemia 2
OMIM_183849	Spondyloepimetaphyseal dysplasia with hypotrichosis
OMIM_613065	Leukemia, acute lymphocytic, susceptibility to, 1
OMIM_607791	Charcot-Marie-Tooth disease, dominant intermediate D
OMIM_608799	Congenital disorder of glycosylation, type IE
OMIM_603554	Omenn syndrome
OMIM_230450	Gamma-Glutamylcysteine synthetase deficiency, hemolytic anemia dueto
OMIM_616914	Marfan lipodystrophy syndrome
OMIM_248340	3MC syndrome 3
OMIM_137575	Gigantiform cementoma, familial
OMIM_619036	Myopathy, epilepsy, and progressive cerebral atrophy
OMIM_186100	Syndactyly, type III
OMIM_146830	Immune deficiency, familial variable
OMIM_618084	Peeling skin syndrome 6
OMIM_616568	Glioma susceptibility 9
OMIM_144110	Hyperhidrosis palmaris et plantaris
OMIM_424500	GONADOBLASTOMA
OMIM_300523	Allan-Herndon-Dudley syndrome
OMIM_159400	Myasthenia, limb-girdle, autoimmune
OMIM_616461	Epilepsy, familial temporal lobe, 8
OMIM_613625	Factor V and factor VIII, combined deficiency of
OMIM_619525	Congenital disorder of glycosylation, type IIw
OMIM_619938	Premature ovarian failure 20
OMIM_615312	Albinism, oculocutaneous, type V
OMIM_615593	Immunodeficiency 16
OMIM_613402	Microcephaly, seizures, and developmental delay
OMIM_251120	Methylmalonyl-Coa epimerase deficiency
OMIM_272650	Tatsumi factor deficiency
OMIM_612645	Deafness, autosomal recessive 1B
OMIM_228250	Femur, unilateral bifid, with monodactylous ectrodactyly
OMIM_253290	Multiple pterygium syndrome, Lethal type
OMIM_616032	Focal segmental glomerulosclerosis 8
OMIM_604348	Advanced sleep phase syndrome, familial, 1
OMIM_243100	Internal carotid arteries, hypoplasia of
OMIM_617985	Microcephaly 23, primary, autosomal recessive
OMIM_166450	OSTEOMESOPYKNOSIS
OMIM_166220	Osteogenesis imperfecta, type IV
OMIM_122700	Coumarin resistance
OMIM_615892	Orofacial cleft 14
OMIM_618776	Mitochondrial complex I deficiency, nuclear type 34
OMIM_271600	Spondyloepiphyseal dysplasia tarda, autosomal recessive
OMIM_616269	Mental retardation, autosomal recessive 48
OMIM_306400	Chronic granulomatous disease, X-linked
OMIM_618603	Neurodevelopmental disorder with hypotonia and variable intellectual and behavioral abnormalities
OMIM_619692	Trichothiodystrophy 9, nonphotosensitive
OMIM_619534	Biliary, renal, neurologic, and skeletal syndrome
OMIM_618858	Diabetes mellitus, permanent neonatal 4
OMIM_141500	Migraine, familial hemiplegic, 1
OMIM_613002	Immunodeficiency 83, susceptibility to viral infections
OMIM_216400	Cockayne syndrome A
OMIM_616286	Lethal congenital contracture syndrome 7
OMIM_125851	Maturity-onset diabetes of the young, type II
OMIM_618680	Pancreatic cancer, susceptibility to, 5
OMIM_618695	Ciliary dyskinesia, primary, 42
OMIM_247990	Macdermot-Winter syndrome
OMIM_613884	Chromosome 13q14 deletion syndrome
OMIM_203450	Alexander disease
OMIM_611090	Mental retardation, autosomal recessive 12
OMIM_613960	Chronic granulomatous disease 3, autosomal recessive
OMIM_124480	Deafness, congenital, and onychodystrophy, autosomal dominant
OMIM_616516	Emery-Dreifuss muscular dystrophy 3, autosomal recessive
OMIM_604432	Spinocerebellar ataxia 11
OMIM_616583	Spondyloepiphyseal dysplasia, Stanescu type
OMIM_616632	Seizures, cortical blindness, and microcephaly syndrome
OMIM_608097	Periventricular heterotopia with microcephaly, autosomal recessive
OMIM_219100	Cutis laxa, autosomal recessive, type IA
OMIM_118700	Chorea, benign hereditary
OMIM_609136	Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease
OMIM_271220	Spinal muscular atrophy, scapuloperoneal
OMIM_607706	Charcot-Marie-Tooth disease, axonal, with vocal cord paresis, autosomalrecessive
OMIM_612621	Intellectual developmental disorder, autosomal dominant 5
OMIM_601549	ALACRIMA
OMIM_619575	Developmental delay with or without intellectual impairment or behavioral abnormalities
OMIM_602200	Ventriculomegaly with defects of the radius and kidney
OMIM_149500	Kyrle disease
OMIM_132100	Photoparoxysmal response 1
OMIM_191440	Ulnar hypoplasia
OMIM_610205	Alagille syndrome 2
OMIM_148000	Kaposi sarcoma, susceptibility to
OMIM_601536	Athabaskan brainstem dysgenesis syndrome
OMIM_619322	Marbach-Rustad progeroid syndrome
OMIM_609981	Immunodeficiency 54
OMIM_618275	Hypotrichosis 14
OMIM_603165	Dermatitis, atopic
OMIM_615745	Atrial standstill 2
OMIM_607454	Spinocerebellar ataxia 21
OMIM_115195	Cardiomyopathy, familial hypertrophic, 2
OMIM_606002	Spinocerebellar ataxia, autosomal recessive 1
OMIM_118301	Charcot-Marie-Tooth disease with ptosis and parkinsonism
OMIM_610758	Cerebrooculofacioskeletal syndrome 4
OMIM_600204	Epiphyseal dysplasia, multiple, 2
OMIM_617691	Spinocerebellar ataxia 44
OMIM_250950	3-methylglutaconic aciduria, type I
OMIM_613804	Meier-Gorlin syndrome 4
OMIM_301091	Epilepsy, X-linked 2, with or without impaired intellectual development and dysmorphic features
OMIM_607688	Parkinson disease 11
OMIM_300030	Deafness, X-linked 3
OMIM_601287	Muscular dystrophy, limb-girdle, type 2F
OMIM_616878	Metabolic encephalomyopathic crises, recurrent, with rhabdomyolysis, cardiac arrhythmias, and neurodegeneration
OMIM_608393	Microcephaly, primary autosomal recessive, 6
OMIM_193003	Nystagmus 4, congenital, autosomal dominant
OMIM_613501	Agammaglobulinemia 3, autosomal recessive
OMIM_614323	Nevoid hypermelanosis, linear and whorled
OMIM_619451	Cutis laxa, autosomal recessive, type IIE
OMIM_165680	Ossicular malformations, familial
OMIM_607485	Frontotemporal lobar degeneration with TDP43 inclusions
OMIM_613502	Agammaglobulinemia 4, autosomal recessive
OMIM_235000	Hemihyperplasia, isolated
OMIM_180800	Roussy-Levy hereditary areflexic dystasia
OMIM_617984	Microcephaly 22, primary, autosomal recessive
OMIM_604454	Welander distal myopathy
OMIM_615493	Intellectual developmental disorder, autosomal recessive 37
OMIM_616521	Mental retardation, autosomal dominant 39
OMIM_616154	Peroxisomal fatty acyl-CoA reductase 1 disorder
OMIM_301031	Congenital disorder of glycosylation, type Icc
OMIM_613711	Hirschsprung disease, susceptibility to, 3
OMIM_615993	Bardet-Biedl syndrome 16
OMIM_600460	Cleft palate, cardiac defect, genital anomalies, and ectrodactyly
OMIM_245400	Mitochondrial DNA depletion syndrome 9 (encephalomyopathic type with methylmalonic aciduria)
OMIM_611497	Osteopetrosis, autosomal recessive 6
OMIM_613954	Frontotemporal dementia and/or amyotrophic lateral sclerosis 6
OMIM_269920	Infantile sialic acid storage disease
OMIM_608432	Craniosynostosis, calcification of basal ganglia, and facial dysmorphism
OMIM_614464	Joubert syndrome 15
OMIM_616882	Advanced sleep phase syndrome, familial, 3
OMIM_618493	Hypotonia, hypoventilation, impaired intellectual development, dysautonomia, epilepsy, and eye abnormalities
OMIM_618050	Mental retardation, autosomal dominant 57
OMIM_132500	Epistaxis, hereditary
OMIM_612067	Dystonia 16
OMIM_614678	Pontocerebellar hypoplasia, type 1B
OMIM_614266	Barrett esophagus
OMIM_136400	Focal epithelial hyperplasia of the oral mucosa
OMIM_109350	Gastroesophageal reflux
OMIM_603529	Dyserythropoiesis, congenital, with ultrastructurally normal erythroblastheterochromatin
OMIM_211600	Cholestasis, progressive familial intrahepatic 1
OMIM_300952	Linear skin defects with multiple congenital anomalies 3
OMIM_267200	Renal tubular acidosis III
OMIM_241550	Hypoplastic left heart syndrome
OMIM_619503	Neurodevelopmental disorder with hypotonia and dysmorphic facies
OMIM_607683	Deafness, autosomal dominant 52
OMIM_146200	Hypoparathyroidism, familial isolated
OMIM_274150	Thrombotic thrombocytopenic purpura, hereditary
OMIM_610048	Corneal dystrophy, congenital stromal
OMIM_166400	Osteomas of mandible
OMIM_613092	Tubulointerstitial kidney disease, autosomal dominant, 4
OMIM_603903	Sickle cell anemia
OMIM_300280	Uruguay faciocardiomusculoskeletal syndrome
OMIM_147251	Incisors, fused mandibular
OMIM_618014	Premature ovarian failure 14
OMIM_259500	Osteosarcoma
OMIM_615723	Premature ovarian failure 8
OMIM_618707	Neurodevelopmental disorder with absent language and variable seizures
OMIM_617661	Vertebral, cardiac, renal, and limb defects syndrome 2
OMIM_194200	Wolff-Parkinson-White syndrome
OMIM_264420	Fundus dystrophy, pseudoinflammatory, recessive form
OMIM_611718	Hypomagnesemia 4, renal
OMIM_601813	Exudative vitreoretinopathy 4
OMIM_618578	Myopathy, congenital, progressive, with scoliosis
OMIM_112270	Bone pain, periodic
DECIPHER_46	Split hand/foot malformation 1 (SHFM1)
OMIM_616276	Coenzyme Q10 deficiency, primary, 7
OMIM_193510	Waardenburg syndrome, type 2A
OMIM_616428	Microphthalmia, isolated, with coloboma 10
OMIM_608033	Encephalopathy, acute, infection-induced, susceptibility to, 3
OMIM_619453	Microcephaly 28, primary, autosomal recessive
OMIM_613751	Heterotaxy, visceral, 4, autosomal
OMIM_205250	Amyotrophic lateral sclerosis with polyglucosan bodies
OMIM_170900	Pernicious anemia
OMIM_619975	Tumor predisposition syndrome 2
OMIM_604004	Megalencephalic leukoencephalopathy with subcortical cysts 1
OMIM_218800	Crigler-Najjar syndrome, type I
OMIM_616638	Smith-Kingsmore syndrome
OMIM_273800	Glanzmann thrombasthenia
OMIM_619759	Tessadori-van Haaften neurodevelopmental syndrome 2
OMIM_616669	Immunodeficiency 45
OMIM_614080	Multiple congenital anomalies-hypotonia-seizures syndrome 1
OMIM_616672	Combined oxidative phosphorylation deficiency 27
OMIM_617021	Hydrops, lactic acidosis, and sideroblastic anemia
OMIM_615160	Mitochondrial complex III deficiency, nuclear type 5
OMIM_619687	Dystonia 33
OMIM_615217	Ataxia-Oculomotor apraxia 3
OMIM_273680	Thanatophoric dysplasia, glasgow variant
OMIM_310980	OMPHALOCELE
OMIM_612798	Question mark ears, isolated
OMIM_615273	Congenital disorder of deglycosylation 1
OMIM_616814	Preimplantation embryonic lethality 1
OMIM_122460	Coronavirus 229E susceptibility
OMIM_618010	Glycosylphosphatidylinositol biosynthesis defect 17
OMIM_265300	Lymphangiectasia, pulmonary, congenital
OMIM_265400	Pulmonary hypertension, primary, autosomal recessive
OMIM_127000	Kenny-caffey syndrome, type 2
OMIM_236200	Homocystinuria due to cystathionine beta-synthase deficiency
OMIM_606407	Hypotonia-cystinuria syndrome
OMIM_191600	Ureter, cancer of
OMIM_620029	Neurodevelopmental disorder with hypotonia, language delay, and skeletal defects with or without seizures
OMIM_304400	Deafness, X-linked 2
OMIM_148190	Keratitis, hereditary
OMIM_616946	Premature ovarian failure 11
OMIM_133690	Exostoses with anetodermia and brachydactyly, type E
OMIM_265380	Alveolar capillary dysplasia with misalignment of pulmonary veins
OMIM_144700	Renal cell carcinoma, nonpapillary
OMIM_600511	Schizophrenia 3
OMIM_600142	Autosomal recessive cerebral arteriopathy with subcortical infarcts and leukoencephalopathy (CARASIL)
OMIM_257400	Nystagmus, congenital motor, autosomal recessive
OMIM_618906	Intellectual developmental disorder with autistic features and language delay, with or without seizures
OMIM_615538	Chromosome 22q13 duplication syndrome
OMIM_611147	Paroxysmal nonkinesigenic dyskinesia 2
OMIM_160980	Carney complex, type 1
OMIM_603896	Leukoencephalopathy with vanishing white matter
OMIM_251250	Microcephaly with cervical spine fusion anomalies
OMIM_614582	Combined oxidative phosphorylation deficiency 9
OMIM_143890	Hypercholesterolemia, familial, 1
OMIM_615696	Dowling-Degos disease 4
OMIM_618282	Hyper-IgE recurrent infection syndrome 3, autosomal recessive
OMIM_615541	Mental retardation, autosomal recessive 39
OMIM_614860	Dystonia 23
OMIM_263100	Polycystic kidney, cataract, and congenital blindness
OMIM_241100	Hypogonadism, malehypogonadism and testicular atrophy, included
OMIM_229120	Fountain syndrome
OMIM_619486	Aicardi-Goutieres syndrome 8
OMIM_235500	Hemosiderosis, pulmonary, with deficiency of gamma-A globulin
OMIM_601371	Cataract, age-related nuclear
OMIM_302800	Charcot-Marie-Tooth neuropathy, X-linked dominant, 1
OMIM_300600	Aland island eye disease
OMIM_215520	Ciliary dyskinesia due to transposition of ciliary microtubules
OMIM_618342	Intellectual developmental disorder with abnormal behavior, microcephaly, and short stature
OMIM_618741	Neurodevelopmental disorder with epilepsy, spasticity, and brain atrophy
OMIM_240950	Hypogonadism-Cataract syndrome
OMIM_277300	Spondylocostal dysostosis, autosomal recessive 1
OMIM_619310	Leukodystrophy, hypomyelinating, 21
OMIM_173650	Kindler syndrome
OMIM_301000	Wiskott-Aldrich syndrome
OMIM_618185	Periventricular nodular heterotopia 8
OMIM_616084	Sideroblastic anemia with B-cell immunodeficiency, periodic fevers, and developmental delay
OMIM_613658	Rajab interstitial lung disease with brain calcifications
OMIM_616871	Myeloproliferative/lymphoproliferative neoplasms, familial (multiple types), susceptibility to
OMIM_612718	Cerebral creatine deficiency syndrome 3
OMIM_611884	Ciliary dyskinesia, primary, 7
OMIM_609913	Retinitis pigmentosa 32
OMIM_269600	Sea-Blue histiocyte disease
OMIM_615540	Deafness, autosomal recessive 76
OMIM_619519	Charcot-Marie-Tooth disease, axonal, type 2FF
OMIM_610181	Aicardi-Goutieres syndrome 2
OMIM_135750	Laurin-Sandrow syndrome
OMIM_602562	Mandibulofacial dysostosis with macroblepharon and macrostomia
OMIM_615422	Inclusion body myopathy with early-onset Paget disease with or without frontotemporal dementia 2
OMIM_616749	Heterotaxy, visceral, 7, autosomal
OMIM_130950	Encephalopathy, recurrent, of childhood
OMIM_300607	Epileptic encephalopathy, early infantile, 8
OMIM_617068	Portal hypertension, noncirrhotic
OMIM_615095	Microcephaly 10, primary, autosomal recessive
OMIM_610202	Cataract 21, multiple types
OMIM_612132	ECTODERMAL DYSPLASIA, ANHIDROTIC, WITH T-CELL IMMUNODEFICIENCY, AUTOSOMAL DOMINANT
OMIM_602111	Spondyloepimetaphyseal dysplasia, Missouri type
OMIM_616685	Epilepsy, idiopathic generalized, susceptibility to, 14
OMIM_176270	Prader-Willi syndrome
OMIM_209900	Bardet-Biedl syndrome 1
DECIPHER_8	Smith-Magenis syndrome
OMIM_613307	Deafness, autosomal recessive 79
OMIM_606394	Maturity-onset diabetes of the young 6
OMIM_618913	Fanconi renotubular syndrome 5
OMIM_604093	Keratosis pilaris atrophicans
OMIM_616230	Epilepsy, progressive myoclonic, 8
OMIM_616393	Intellectual developmental disorder, autosomal dominant 38
OMIM_114580	Candidiasis, familial chronic mucocutaneous, autosomal dominant
OMIM_137210	Gastric volvulus, intrathoracic
OMIM_603585	Congenital disorder of glycosylation, type IIf
OMIM_609620	Short QT syndrome 1
OMIM_615703	Morbid obesity and spermatogenic failure
OMIM_260970	Peripheral neuropathy, ataxia, focal necrotizing encephalopathy, and
OMIM_611926	Immunodeficiency, ovarian dysgenesis, and pulmonary fibrosis
OMIM_191850	Urticaria, aquagenic
OMIM_618874	Chromosome 17q11.2 duplication syndrome, 1.4-Mb
OMIM_122100	Meesmann corneal dystrophy 1
OMIM_203650	Alopecia-Mental retardation syndrome 1
